Centri Commerciali, Supermercati e Grandi Magazzini;Zuiki c/o Tiare Shopping;Localita Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0432-461XX;45.8XXX 13.43XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;In's;Corso Italia XXX,;34170;GORIZIA ;(GO) ;    FRIULI VENEZIA GIULIA;0481-213XX;45.9XXX 13.61XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;In s Mercato S.p.a.;Via Marangoni Antonio XX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5313XX;46.06XXX 13.22XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;In s Mercato S.p.a.;Localita' Repen XX,;34016;MONRUPINO ;(TS) ;    FRIULI VENEZIA GIULIA;040-3272XX;45.72XXX 13.79XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;In s Mercato S.p.a.;Viale Rimembranze,;33082;AZZANO DECIMO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6315XX;45.8XXX 12.70XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;In s Mercato S.p.a.;Via Zorutti Pietro XX,;34144;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-6368XX;45.63XXX 13.78XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Imperial Distribuzioni S.r.l.;Via Nazionale X,;33022;ARTA TERME ;(UD) ;    FRIULI VENEZIA GIULIA;0433-9292XX;46.46XXX 13.02XXX;info@federweb.com;
Abbigliamento - Vendita al Dettaglio        Centri Commerciali, Supermercati e Grandi Magazzini;Imperial;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4025XX;46.08XXX 13.17XXX;info@federweb.com;
Abbigliamento - Vendita al Dettaglio        Centri Commerciali, Supermercati e Grandi Magazzini;Imperial;Via Maestri del Lavoro XX,;33080;FIUME VENETO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-9540XX;45.94XXX 12.72XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Impares c/o Tiare Shopping;Localita Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-9180XX;45.8XXX 13.43XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Impares c/o Montedoro Shopping Center;Via Fravia di Stramare XXX/E,;34015;MUGGIA ;(TS) ;    FRIULI VENEZIA GIULIA;040-2324XX;45.59XXX 13.80XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Immobiliare Riccardo S.r.l.;Via Gian Giacomo Lirutti XX,;33074;FONTANAFREDDA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-9964XX;45.97XXX 12.50XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Illiria Shop c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5400XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Il Barbiere c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0421-18960XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Idexe' c/o Tiare Shopping;Localita Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-912XX;45.8XXX 13.43XXX;info@federweb.com;
Abbigliamento - Vendita al Dettaglio        Centri Commerciali, Supermercati e Grandi Magazzini;Idexe';Via g. f. Pocar X,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-7918XX;45.81XXX 13.5XXX;info@federweb.com;
Abbigliamento - Vendita al Dettaglio        Centri Commerciali, Supermercati e Grandi Magazzini;Idexe';Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4103XX;46.08XXX 13.17XXX;info@federweb.com;
Abbigliamento - Vendita al Dettaglio        Centri Commerciali, Supermercati e Grandi Magazzini;Idexe';Via Maestri del Lavoro XX,;33080;FIUME VENETO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-9598XX;45.94XXX 12.72XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Idee di Festa di Diglio Assunta;Via Divisione Julia XX,;33044;MANZANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7400XX;45.99XXX 13.38XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Ideando s.a.s. di Stefano Donadio & c.;Via Orzano X,;33040;MOIMACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7307XX;46.08XXX 13.35XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Iceberg - Paolo Pecora - Siviglia c/o Palmanova Outlet;Strada Provinciale XXX,;33041;AIELLO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8364XX;45.88XXX 13.33XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Hz Sas di hu Anding;Via Ermes di Colloredo X,;33033;CODROIPO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9007XX;45.95XXX 12.9XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Home Design Invista c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5004XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Home Carpet c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4808XX;46.08XXX 13.17XXX;info@federweb.com;
Omeopatia        Centri Commerciali, Supermercati e Grandi Magazzini;Helty - Parafarmacia Emisfero;Via Pocar g. f. X,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-4167XX;45.81XXX 13.5XXX;info@federweb.com;
Alimentari - Vendita al Dettaglio        Centri Commerciali, Supermercati e Grandi Magazzini;Helty - Parafarmacia Emisfero;Via Maestri del Lavoro XX,;33080;FIUME VENETO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5640XX;45.94XXX 12.72XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Hdental c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5419XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Hc Parrucchieri c/o Tiare Shopping;Localita Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-917XX;45.8XXX 13.43XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Hc Parrucchieri c/o i Salici;Viale Europa X, Cornadella;33077;SACILE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-7338XX;45.94XXX 12.46XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Hashtag c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-16981XX;46.08XXX 13.17XXX;info@federweb.com;
Abbigliamento Uomo - Produzione, Ingrosso        Centri Commerciali, Supermercati e Grandi Magazzini;Harmont&Blaine Jeans c/o Palmanova Outlet;Strada Provinciale XXX,;33041;AIELLO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8379XX;45.88XXX 13.33XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Happy Casa c/o Terminal Nord;Via Tricesimo XXX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4785XX;46.09XXX 13.23XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Hangar Eighteen c/o Palmanova Outlet;Strada Provinciale XXX,;33041;AIELLO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8363XX;45.88XXX 13.33XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;H&m c/o Tiare Shopping;Localita Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;06-328324XX;45.8XXX 13.43XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;H&m c/o Montedoro Shopping Center;Via Flavia di Stramare XXX,;34015;MUGGIA ;(TS) ;    FRIULI VENEZIA GIULIA;040-92353XX;45.59XXX 13.80XXX;info@federweb.com;
Abbigliamento - Vendita al Dettaglio        Centri Commerciali, Supermercati e Grandi Magazzini;H & m;Localita Maraunz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-9181XX;45.8XXX 13.43XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Gutteridge c/o Tiare Shopping;Localita Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-913XX;45.8XXX 13.43XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Gutteridge c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-16981XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Guess c/o Tiare Shopping;Localita Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-912XX;45.8XXX 13.43XXX;info@federweb.com;
Abbigliamento - Vendita al Dettaglio        Centri Commerciali, Supermercati e Grandi Magazzini;Guess;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4105XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Guatto Andrea   Marco;Via Tiepolo Giovanni Battista XX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4813XX;46.XXX 13.24XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Gsm Communications c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4100XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Gs Sport - New Balance  Superdry c/o Palmanova Outlet;Strada Provinciale XXX,;33041;AIELLO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9974XX;45.88XXX 13.33XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Gruppo Coin Spa;Corso Italia XX,;34122;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-6300XX;45.64XXX 13.77XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Gruppo Coin s.p.a;Corso Italia XX,;34122;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-6300XX;45.64XXX 13.77XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Greenwash c/o Tiare Shopping;Localita Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;XX;45.8XXX 13.43XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Green House Group c/o Montedoro Shopping Center;Via Flavia di Stramare XXX,;34015;MUGGIA ;(TS) ;    FRIULI VENEZIA GIULIA;327-24982XX;45.59XXX 13.80XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Grandvision by Optissimo c/o Torri d'Europa;Via Italo Svevo XX,;34144;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-37212XX;45.63XXX 13.77XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Grandvision by Optissimo c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5430XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Grandvision by Avanzi c/o Tiare Shopping;Localita Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-9181XX;45.8XXX 13.43XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Grandvision by Avanzi c/o Terminal Nord;Via Tricesimo XXX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-469XX;46.09XXX 13.23XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Grandvision by Avanzi c/o Pradamano Shopping Center;Via Nazionale XXX, Lovaria;33040;PRADAMANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6717XX;46.0XXX 13.27XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Grandvision by Avanzi c/o Montedoro Shopping Center;Via Flavia di Stramare XXX,;34015;MUGGIA ;(TS) ;    FRIULI VENEZIA GIULIA;040-2311XX;45.59XXX 13.80XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Grandvision by Avanzi c/o il Giulia;Via Giulia XX,;34126;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-5780XX;45.65XXX 13.79XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Golden Point c/o Torri d'Europa;Via Italo Svevo XX,;34144;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-3657XX;45.63XXX 13.77XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Golden Point c/o Tiare Shopping;Localita Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-2660XX;45.8XXX 13.43XXX;info@federweb.com;
Calze e Collants - Produzione, Ingrosso        Centri Commerciali, Supermercati e Grandi Magazzini;Golden Point c/o Pradamano Shopping Center;Via Nazionale XXX, Lovaria;33040;PRADAMANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6401XX;46.0XXX 13.27XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Golden Point c/o i Salici;Viale Europa X, Cornadella;33077;SACILE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-7333XX;45.94XXX 12.46XXX;info@federweb.com;
Calze e Collants - Produzione, Ingrosso        Centri Commerciali, Supermercati e Grandi Magazzini;Golden Point;Viale Tricesimo XXX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4812XX;46.09XXX 13.23XXX;info@federweb.com;
Biancheria Intima ed Abbigliamento Intimo - Vendita al Dettaglio        Centri Commerciali, Supermercati e Grandi Magazzini;Golden Point;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4102XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Goldart c/o Tiare Shopping;Localita Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-912XX;45.8XXX 13.43XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Gold c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4105XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Godina S.r.l.;Via dei Cappuccini X,;34170;GORIZIA ;(GO) ;    FRIULI VENEZIA GIULIA;0481-5352XX;45.94XXX 13.62XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Globo c/o Terminal Nord;Via Tricesimo XXX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4822XX;46.09XXX 13.23XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Giunti al Punto c/o Torri d'Europa;Via Italo Svevo XX,;34144;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-7639XX;45.63XXX 13.77XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Giunti al Punto c/o Tiare Shopping;Localita Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-912XX;45.8XXX 13.43XXX;info@federweb.com;
Librerie        Centri Commerciali, Supermercati e Grandi Magazzini;Giunti al Punto c/o Pradamano Shopping Center;Via Nazionale XXX, Lovaria;33040;PRADAMANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6704XX;46.0XXX 13.27XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Giunti al Punto c/o Montedoro Shopping Center;Via Flavia di Stramare XXX,;34015;MUGGIA ;(TS) ;    FRIULI VENEZIA GIULIA;0481-912XX;45.59XXX 13.80XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Giunti al Punto c/o i Salici;Viale Europa X, Cornadella;33077;SACILE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-7462XX;45.94XXX 12.46XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Giunti al Punto c/o Gran Fiume Shopping;Via Maestri del Lavoro XX,;33080;FIUME VENETO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5642XX;45.94XXX 12.72XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Giunti al Punto c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5410XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Giorgini Massimo;Via Conti X/Xa,;34141;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-6324XX;45.64XXX 13.78XXX;info@federweb.com;
Abbigliamento - Vendita al Dettaglio        Centri Commerciali, Supermercati e Grandi Magazzini;Giomart S.r.l.;Via Musile X/XX,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5240XX;45.95XXX 12.69XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Gioielli di Valenza c/o Gran Fiume Shopping;Via Maestri del Lavoro XX,;33080;FIUME VENETO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-3162XX;45.94XXX 12.72XXX;info@federweb.com;
Gioiellerie e Oreficerie - Vendita al Dettaglio        Centri Commerciali, Supermercati e Grandi Magazzini;Gioielleria Athmosfera;Via a. Bardelli X,;33040;TORREANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4118XX;46.12XXX 13.42XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Gill Parrucchieri c/o Belforte Gran Shopping;Via g. f. Pocar X,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-4136XX;45.81XXX 13.5XXX;info@federweb.com;
Calzature - Vendita al Dettaglio        Centri Commerciali, Supermercati e Grandi Magazzini;Geox c/o Torri d'Europa;Via Italo Svevo XX,;34144;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-6348XX;45.63XXX 13.77XXX;info@federweb.com;
Calzature - Vendita al Dettaglio        Centri Commerciali, Supermercati e Grandi Magazzini;Geox c/o Pradamano Shopping Center;Via Nazionale XXX, Lovaria;33040;PRADAMANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6708XX;46.0XXX 13.27XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Geox c/o Montedoro Shopping Center;Via Flavia di Stramare XXX,;34015;MUGGIA ;(TS) ;    FRIULI VENEZIA GIULIA;040-2323XX;45.59XXX 13.80XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Geox c/o i Salici;Viale Europa X, Cornadella;33077;SACILE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-7462XX;45.94XXX 12.46XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Geox c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5420XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Geox;Via Musile X,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5253XX;45.95XXX 12.69XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Geoworld c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4103XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;General Store - Timberland c/o Palmanova Outlet;Strada Provinciale XXX,;33041;AIELLO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8379XX;45.88XXX 13.33XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Geber Spa;Via iv Novembre XX,;33010;TAVAGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6892XX;46.0XXX 13.22XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Gazza Ladra c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;366-44161XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Gaze'l c/o Palmanova Outlet;Strada Provinciale XXX,;33041;AIELLO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;324-74071XX;45.88XXX 13.33XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Gaudi' c/o Palmanova Outlet;Strada Provinciale XXX,;33041;AIELLO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8364XX;45.88XXX 13.33XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Gas c/o Tiare Shopping;Localita Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-0665XX;45.8XXX 13.43XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Gas c/o Gran Fiume Shopping;Via Maestri del Lavoro XX,;33080;FIUME VENETO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-0861XX;45.94XXX 12.72XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Garden Anna c/o Palmanova Outlet;Strada Provinciale XXX,;33041;AIELLO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0481-6998XX;45.88XXX 13.33XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Gap c/o Palmanova Outlet;Strada Provinciale XXX,;33041;AIELLO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9328XX;45.88XXX 13.33XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Gamestop c/o Torri d'Europa;Via Italo Svevo XX,;34144;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;02-488855XX;45.63XXX 13.77XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Gamestop c/o Montedoro Shopping Center;Via Flavia di Stramare XXX,;34015;MUGGIA ;(TS) ;    FRIULI VENEZIA GIULIA;040-92343XX;45.59XXX 13.80XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Gamestop c/o i Salici;Viale Europa X, Cornadella;33077;SACILE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-7809XX;45.94XXX 12.46XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Gamestop c/o Gran Fiume Shopping;Via Maestri del Lavoro XX,;33080;FIUME VENETO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-9595XX;45.94XXX 12.72XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Gamestop c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5432XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Gamestop c/o Belforte Gran Shopping;Via g. f. Pocar X,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-4115XX;45.81XXX 13.5XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Gamepeople c/o le Manifatture;Via Luigi Burgi XX,;33013;GEMONA DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9721XX;46.27XXX 13.1XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Game7athletics c/o Torri d'Europa;Via Italo Svevo XX,;34144;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-6327XX;45.63XXX 13.77XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Galleria Del Manifesto c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4028XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Gabel c/o Palmanova Outlet;Strada Provinciale XXX,;33041;AIELLO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0431-19613XX;45.88XXX 13.33XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;G.s. Market S.r.l.;Via Flavia di Stramare XXX,;34015;MUGGIA ;(TS) ;    FRIULI VENEZIA GIULIA;040-92352XX;45.58XXX 13.79XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;G.m. S.r.l.s.;Viale Ungheria XX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5477XX;46.05XXX 13.24XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;G.m. S.r.l.;Via Burgi Luigi XX,;33013;GEMONA DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9722XX;46.27XXX 13.1XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Futura Srl;Via Correr XX,;33080;PORCIA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5911XX;45.95XXX 12.62XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Friulmarket di Bertuzzi & c. S.n.c.;Piazza Unione X,;33030;CAMPOFORMIDO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6529XX;46.03XXX 13.14XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Friulmarket;Via Zorutti XX,;33030;CAMPOFORMIDO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6621XX;46.01XXX 13.15XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Friulmarket;Via Pietro Zorutti, XX,;33030;CAMPOFORMIDO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6621XX;46.01XXX 13.15XXX;info@federweb.com;
