Arredamenti - Vendita al Dettaglio;Urban Casa Home Fashion di Armin Jarosch;Via Foschiatti Gabriele ,;34129;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-6346;45.64 13.77;info@federweb.com;
Salotti        Poltrone e Divani - Vendita al Dettaglio;Variant;Via Pordenone, ,;33070;BUDOIA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6548;46.04 12.54;info@federweb.com;
Mobili - Vendita al Dettaglio;Venturini Prima Linea di Mauro Marzia;Via Nazionale /B,;33042;BUTTRIO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6730;46.01 13.32;info@federweb.com;
Bagno - Accessori e Mobili        Arredamenti - Vendita al Dettaglio;Vetro Design;Via Cadorna, ,;34079;STARANZANO ;(GO) ;    FRIULI VENEZIA GIULIA;0481-4857;45.80 13.51;info@federweb.com;
Mobili - Vendita al Dettaglio;Visintin Arredamenti;Via d Annunzio ,;34079;STARANZANO ;(GO) ;    FRIULI VENEZIA GIULIA;0481-4818;45.80 13.51;info@federweb.com;
Mobili - Vendita al Dettaglio;Visintin Arredamenti di Visintin Luigi;Largo dell' Anconetta ,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-7910;45.8 13.5;info@federweb.com;
Mobili - Vendita al Dettaglio;Walcher Mobili di Classe;Via Nazionale, ,;33019;TRICESIMO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8512;46.16 13.21;info@federweb.com;
Mobili - Vendita al Dettaglio;Woodstoneland;Via del Lavoro ,;33013;GEMONA DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-17120;46.28 13.10;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Zanello Luciano;Via dei Torriani ,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-214;46.06 13.2;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Zanolla Michela e Maurizio s.a.s.;Via ix Giugno ,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-4107;45. 13.53;info@federweb.com;
Arredamenti - Vendita al Dettaglio;Zeta Interni di Zanchetta Roberto & c. S.n.c.;Viale s. Giovanni del Tempio ,;33077;SACILE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-7377;45.96 12.51;info@federweb.com;
Sedie e Tavoli - Vendita al Dettaglio;Zilco Due Srl;Via del Collio, ,;33048;SAN GIOVANNI AL NATISONE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7466;45.98 13.41;info@federweb.com;
Mobili - Vendita al Dettaglio;Zincoflex-Pizzioli S.n.c.;Via Orefici Michelin, Vallenoncello;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5731;45.93 12.65;info@federweb.com;
Mobili - Vendita al Dettaglio;Zinelli & Perizzi Arredamento Spa;Via s. Sebastiano ,;34121;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-8274;45.6 13.76;info@federweb.com;
Mobili - Vendita al Dettaglio;Zinelli & Perizzi Arredamento Spa;Via s. Sebastiano ,;34121;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-6387;45.6 13.76;info@federweb.com;
Mobili - Vendita al Dettaglio;Zinelli & Perizzi Arredamento Srl;Via San Sebastiano ,;34121;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-6387;45.6 13.76;info@federweb.com;
Abbigliamento - Vendita al Dettaglio;Zoffi Arredamenti;Via iv Novembre /B,;33033;CODROIPO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9065;45.9 12.97;info@federweb.com;
Mobili - Vendita al Dettaglio;Zoldan Design s.a.s.;Viale Leopardi Giacomo ,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5113;46.05 13.24;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;a.s.l. n1 Triestina Dipartimento Salute Mentale;Via Aldo Barbaro ,;34148;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-8234;45.61 13.82;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;A.s.s. n.4 Medio Friuli;Viale Duodo Francesco ,;33033;CODROIPO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9014;45.96 12.99;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;A.s.s. n.4 Medio Friuli;Viale Duodo Francesco ,;33033;CODROIPO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9091;45.96 12.99;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;A.s.s. n.4 Medio Friuli Poliambulatorio;Viale Duodo Francesco ,;33033;CODROIPO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7606;45.96 12.99;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;A.s.s.n. 4 Medio Friuli;Via di Giusto Riccardo ,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-2821;46.07 13.25;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Asl - Distretto 1 -1 Triestina;Frazione Aurisina , Aurisina;34011;DUINO;AURISINA ;(TS) ;    FRIULI VENEZIA GIULIA;040-39979;45.75 13.67;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Asl - Distretto 1 -1 Triestina;Via Lionello Stock ,;34135;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-39978;45.66 13.77;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Asl - Distretto 1 Opicina -1 Triestina;Via di Prosecco , Villa Opicina;34151;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-39978;45.69 13.78;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Asl - Distretto 2 -1 Triestina;Via Amerigo Vespucci ,;34144;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-39955;45.64 13.77;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Asl - Distretto 2 -1 Triestina;Via della Pieta ,;34129;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-39929;45.64 13.78;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Asl - Distretto 2 -1 Triestina;Campo San Giacomo ,;34137;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-39929;45.64 13.77;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Asl - Distretto 2 -1 Triestina;Via del Muraglione ,;34137;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-34787;45.64 13.78;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Asl - Distretto 2 -1 Triestina;Via San Marco ,;34144;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-39955;45.64 13.77;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Asl - Distretto 3 -1 Triestina;Via Giacomo Puccini ,;34148;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-39959;45.62 13.80;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Asl - Distretto 3 -1 Triestina;Via Cesare Battisti ,;34015;MUGGIA ;(TS) ;    FRIULI VENEZIA GIULIA;040-39959;45.60 13.76;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Asl - Distretto 3 -1 Triestina;Via di Valmaura ,;34148;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-39958;45.62 13.78;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Asl - Distretto 4 -1 Triestina;Via Giovanni Sai ,;34128;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-39974;45.65 13.80;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Asl - Distretto Alto Isontino -2 Isontina;Viale Venezia Giulia ,;34071;CORMONS ;(GO) ;    FRIULI VENEZIA GIULIA;0481-6292;45.96 13.46;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Asl - Distretto Alto Isontino -2 Isontina;Viale Venezia Giulia ,;34071;CORMONS ;(GO) ;    FRIULI VENEZIA GIULIA;0481-59;45.96 13.46;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Asl - Distretto Basso Isontino - Ass 2 Isontina;Via Michelangelo Buonarroti ,;34073;GRADO ;(GO) ;    FRIULI VENEZIA GIULIA;0431-8979;45.67 13.38;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Asl - Distretto Basso Isontino - Ass 2 Isontina;Via Luigi Galvani ,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-4876;45.81 13.51;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Asl - Distretto di Carnia;Via Carnia Libera  ,;33028;TOLMEZZO ;(UD) ;    FRIULI VENEZIA GIULIA;0433-4888;46.40 13.01;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Asl - Distretto di Cividale Del Friuli;Via Carraria ,;33043;CIVIDALE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-17963;46.09 13.44;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Asl - Distretto di Codroipo - Ass 3;Viale Francesco Duodo ,;33033;CODROIPO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9091;45.96 12.98;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Asl - Distretto di San Daniele - Ass 4;Viale Trento e Trieste ,;33038;SAN DANIELE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-94;46.15 13.01;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Asl - Distretto di Udine - Ass 4;Via San Valentino ,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5538;46.06 13.24;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Asl - Distretto Est -6 Friuli Occidentale;Piazzale Thomas Linteris ,;33078;SAN VITO AL TAGLIAMENTO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-8417;45.91 12.85;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Asl - Distretto Est di Cervignano Del Friuli - Ass 2;Via Trieste ,;33052;CERVIGNANO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0431-3877;45.82 13.34;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Asl - Distretto Est di Palmanova - Aas 2;Via Molin ,;33057;PALMANOVA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9219;45.90 13.31;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Asl - Distretto Gemonese Val Canale Canal Del Ferro - Ass 3;Piazza Rodolone ,;33013;GEMONA DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9893;46.28 13.1;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Asl - Distretto Nord -6 Friuli Occidentale;Via Unita d Italia ,;33085;MANIAGO ;(PN) ;    FRIULI VENEZIA GIULIA;0427-7353;46.17 12.71;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Asl - Distretto Ovest di Latisana - Ass 2;Via Sabbionera ,;33053;LATISANA ;(UD) ;    FRIULI VENEZIA GIULIA;0431-5293;45.76 13.00;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Asl - Distretto Ovest di San Giorgio di Nogaro - Ass 2;Via Palmanova ,;33058;SAN GIORGIO DI NOGARO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-6248;45.83 13.20;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Asl - Distretto Sud -6 Friuli Occidentale;Via xv Aprile ,;33082;AZZANO DECIMO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6411;45.88 12.71;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Asl - Distretto Tarcento - a.s.s. 4 Medio Friuli;Via Pietro Coianiz ,;33017;TARCENTO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7801;46.21 13.21;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Asl - Distretto Urbano -6 Friuli Occidentale;Via della Comina ,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-3442;45.99 12.64;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Asl - n. 1 Triestina;Via Giovanni Sai ,;34128;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-39951;45.65 13.8;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Asufc;Via Pozzuolo, ,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5521;46.0 13.22;info@federweb.com;
Apparecchi Acustici per Sordita'        a.s.l. Aziende Sanitarie Locali;Audionova Italia;Via Gian Battista Garzarolli, /A,;34170;GORIZIA ;(GO) ;    FRIULI VENEZIA GIULIA;;45.931 13.620;info@federweb.com;
Apparecchi Acustici per Sordita'        a.s.l. Aziende Sanitarie Locali;Audionova Italia;Via Roma, /F,;34077;RONCHI DEI LEGIONARI ;(GO) ;    FRIULI VENEZIA GIULIA;;45.8 13.501;info@federweb.com;
Apparecchi Acustici per Sordita'        a.s.l. Aziende Sanitarie Locali;Audionova Italia;Viale Venezia, /D Presso Friulmedica,;33033;CODROIPO ;(UD) ;    FRIULI VENEZIA GIULIA;;45.96 12.971;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Assistenza Sanitaria 3 Alto Friuli Collinare Medio Friuli Azienda Per l Assistenza Sanitaria n. 3 Alto Friuli - Collinare - Medio Friuli;Moggio Udinese - Via G. Ermolli, ,;33015;MOGGIO UDINESE ;(UD) ;    FRIULI VENEZIA GIULIA;0433-513;46.39 13.18;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Assistenza Sanitaria 3 Alto Friuli Collinare Medio Friuli Azienda Per l Assistenza Sanitaria n. 3 Alto Friuli - Collinare - Medio Friuli;Moggio Udinese - Via G. Ermolli ,;33015;MOGGIO UDINESE ;(UD) ;    FRIULI VENEZIA GIULIA;0433-513;46.39 13.18;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Assistenza Sanitaria 3 Alto Friuli Collinare Medio Friuli Azienda Per l Assistenza Sanitaria n. 3 Alto Friuli - Collinare - Medio Friuli;Codroipo, Viale Duodo ,;33013;GEMONA DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9091;46.27 13.13;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Assistenza Sanitaria n. 5 Friuli Occidentale;Via Grado, ,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-3983;45.9 12.65;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Assistenza Sanitaria n. 5 Friuli Occidentale;Via Unità D Italia ,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0427-7351;45.96 12.64;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Assistenza Sanitaria n. 5 Friuli Occidentale;Pordenone - Via Martiri Concordiesi ,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-3839;45.9 12.66;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Assistenza Sanitaria n. 5 Friuli Occidentale;Spilimbergo Via Raffaello Sanzio ,;33077;SACILE ;(PN) ;    FRIULI VENEZIA GIULIA;0427-5955;45.95 12.50;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Assistenza Sanitaria n. 5 Friuli Occidentale;Pordenone - Via De La Comina ,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-3442;45.99 12.64;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Assistenza Sanitaria n. 5 Friuli Occidentale;Linteris,;33078;SAN VITO AL TAGLIAMENTO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-8412;45.91 12.85;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Assistenza Sanitaria n. 5 Friuli Occidentale;Interna,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-3731;45.96 12.6;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Ospedaliero - Universitaria di Udine;Via Pretura Vecchia ,;33017;TARCENTO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7801;46.21 13.22;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per i Servizi Sanitari n. 2 Isontina;Via Alexander Fleming ,;34072;GRADISCA D'ISONZO ;(GO) ;    FRIULI VENEZIA GIULIA;0481-9600;45.89 13.49;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per i Servizi Sanitari n. 2 Isontina;Viale Fatebenefratelli, ,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-5920;45.80 13.52;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per i Servizi Sanitari n. 2 Isontina;Via Galvani l. ,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-4871;45.81 13.51;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per i Servizi Sanitari n. 2 Isontina;Viale Fatebenefratelli ,;34170;GORIZIA ;(GO) ;    FRIULI VENEZIA GIULIA;0481-59;45.93 13.60;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per i Servizi Sanitari n. 3 - 'Alto Friuli';Via iv Novembre ,;33016;PONTEBBA ;(UD) ;    FRIULI VENEZIA GIULIA;0428-904;46.50 13.31;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per i Servizi Sanitari n. 3 - 'Alto Friuli';Viale Aldo Moro ,;33028;TOLMEZZO ;(UD) ;    FRIULI VENEZIA GIULIA;0433-403;46.40 13.00;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per i Servizi Sanitari n. 3 - 'Alto Friuli';Via Narzans ,;33020;ENEMONZO ;(UD) ;    FRIULI VENEZIA GIULIA;0433-7501;46.4 12.8;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per i Servizi Sanitari n. 3 - 'Alto Friuli';Via Battiferro ,;33013;GEMONA DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9891;46.28 13.12;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per i Servizi Sanitari n. 3 - 'Alto Friuli';Via Battiferro ,;33013;GEMONA DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9721;46.28 13.12;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per i Servizi Sanitari n. 3 - 'Alto Friuli';Via Battiferro ,;33013;GEMONA DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9823;46.28 13.12;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per i Servizi Sanitari n. 4 Medio Friuli - Distretto di Manzano;Via Drusin,;33044;MANZANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7507;45.98 13.38;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per i Servizi Sanitari n.1 Triestina;Via Giuseppe Giusti ,;34135;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-42610;45.66 13.77;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per i Servizi Sanitari n.2 Isontina;Via degli Scogli ,;34170;GORIZIA ;(GO) ;    FRIULI VENEZIA GIULIA;0481-5302;45.95 13.62;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per i Servizi Sanitari n.3 Alto Friuli;Piazza -  Luglio ,;33026;PALUZZA ;(UD) ;    FRIULI VENEZIA GIULIA;0433-7750;46.53 13.0;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per i Servizi Sanitari n.3 Alto Friuli;Via s. Lucia ,;33013;GEMONA DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9717;46.27 13.13;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per i Servizi Sanitari n.4 Medio Friuli;Via dei Carpini ,;33019;TRICESIMO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8525;46.1 13.22;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per i Servizi Sanitari n.4 Medio Friuli;Via Garibaldi ,;33010;PAGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6502;46.12 13.18;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per i Servizi Sanitari n.4 Medio Friuli;Via Ursinins Piccolo ,;33030;BUJA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9608;46.20 13.11;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per i Servizi Sanitari n.4 Medio Friuli;Via Dante ,;33040;POVOLETTO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6795;46.11 13.29;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per l Assistenza Sanitaria n. 3 Alto Friuli - Collinare - Medio Friuli;Moggio Udinese - Via G. Ermolli, ,;33015;MOGGIO UDINESE ;(UD) ;    FRIULI VENEZIA GIULIA;0433-513;46.39 13.18;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per l'Assistenza Sanitaria n. 2 Bassa Friulana-Isontina;Via Tarvisio /B,;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-710;45.6 13.12;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per l'Assistenza Sanitaria n. 5  Friuli Occidentale;Via Campagna ,;33085;MANIAGO ;(PN) ;    FRIULI VENEZIA GIULIA;0427-7315;46.16 12.71;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per l'Assistenza Sanitaria n. 5 "Friuli Occidentale";Viale Franco Martelli ,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-3454;45.95 12.66;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per l'Assistenza Sanitaria n.2   Bassa Friulana - Isontina;Viale Venezia Giulia ,;34071;CORMONS ;(GO) ;    FRIULI VENEZIA GIULIA;0481-6292;45.96 13.46;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per l'Assistenza Sanitaria n.5  Friuli Occidentale;Via Sanzio Raffaello ,;33097;SPILIMBERGO ;(PN) ;    FRIULI VENEZIA GIULIA;0427-5955;46.11 12.8;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per l'Assistenza Sanitaria n.5  Friuli Occidentale;Via della Vecchia Ceramica ,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-3691;45. 12.65;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Per l'Assistenza Sanitaria n.5  Friuli Occidentale;Via Unita' d'Italia ,;33085;MANIAGO ;(PN) ;    FRIULI VENEZIA GIULIA;0427-7351;46.17 12.71;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Asugi;Via V. Veneto, ,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-5928;45.79 13.55;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Asugi;Via Galvani, ,;34170;GORIZIA ;(GO) ;    FRIULI VENEZIA GIULIA;0481-4875;45.94 13.6;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Asugi;Via Romana, ,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-7917;45.80 13.54;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Asugi;V.le Fatebenefratelli, ,;34100;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;0481-5924;45.64 13.78;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Asugi;Via Costantino Costantinides, ,;34170;GORIZIA ;(GO) ;    FRIULI VENEZIA GIULIA;040-39971;45.94 13.62;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Asugi;Via Costantino Costantinides, ,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;040-39971;45.80 13.;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Asugi;Via Galvani, ,;34133;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;0481-4875;45.65 13.7;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Asugi;Viale Venezia Giulia, ,;34071;CORMONS ;(GO) ;    FRIULI VENEZIA GIULIA;0481-6292;45.96 13.46;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Asugi;Via C. Costantinides, ,;34128;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-39911;45.65 13.79;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Universitaria Asugi;Guardia Medica,;34071;CORMONS ;(GO) ;    FRIULI VENEZIA GIULIA;0481-601;45.96 13.46;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Universitaria Azienda Per l'Assistenza Sanitaria n. 2 Bassa Friulana-Isontina;Guardia Medica,;34072;GRADISCA D'ISONZO ;(GO) ;    FRIULI VENEZIA GIULIA;0481-5384;45.89 13.4;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Universitaria Friuli Centrale;Via Sabbionera ,;33053;LATISANA ;(UD) ;    FRIULI VENEZIA GIULIA;0431-5291;45.76 13.00;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Universitaria Friuli Centrale;Via Morgagni Giobatta ,;33028;TOLMEZZO ;(UD) ;    FRIULI VENEZIA GIULIA;0433-48;46.40 13.;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Universitaria Friuli Centrale;Via Palmanova ,;33058;SAN GIORGIO DI NOGARO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-6248;45.83 13.20;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Universitaria Friuli Centrale;Via Natisone ,;33057;PALMANOVA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9211;45.90 13.32;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Universitaria Giuliano Isontina;Via Pasteur Louis /B,;34139;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-39973;45.64 13.82;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Universitaria Giuliano Isontina;Viale Venezia Giulia ,;34071;CORMONS ;(GO) ;    FRIULI VENEZIA GIULIA;0481-601;45.96 13.46;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Universitaria Integrata di Udine;Via Comesatti, - Udine,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5424;46.07 13.21;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Universitaria Integrata di Udine;Piazza del Mercato,  - Tarcento,;33017;TARCENTO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7926;46.21 13.22;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Universitaria Integrata di Udine;Via Carraria, ,;33017;TARCENTO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-17963;46.21 13.21;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Universitaria Integrata di Udine;Via Cojaniz, ,;33028;TOLMEZZO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7801;46.40 13.01;info@federweb.com;
a.s.l. Aziende Sanitarie Locali;Azienda Sanitaria Universitaria Integrata di Udine;Via Palmanova, ,;33057;PALMANOVA ;(UD) ;    FRIULI VENEZIA GIULIA;0431-6248;45.91 13.34;info@federweb.com;
